    0.74551  0.5148 -0.5498 -0.1586 -0.0216 -0.0059 -0.2838 -0.2005  0.0045  0.0128  0.0029  0.0018  0.0312 -0.7182  0.3608  0.9663  0.0193 -0.0312
    0.64930  0.8726 -0.6525 -0.1564 -0.0180 -0.0061 -0.4611 -0.2245  0.0047  0.0207  0.0118  0.0016  0.0313 -0.8924  0.5563  0.9613  0.0210 -0.0313
    0.57248  1.2414 -0.7028 -0.1374 -0.0146 -0.0057 -0.5620 -0.3223  0.0046  0.0264  0.0192  0.0010  0.0299 -1.0469  0.7589  0.9361  0.0212 -0.0299
    0.50532  1.6605 -0.7048 -0.1076 -0.0112 -0.0047 -0.6039 -0.4694  0.0043  0.0318  0.0266  0.0003  0.0272 -1.2141  0.9918  0.8760  0.0200 -0.0272
    0.44814  2.1235 -0.6359 -0.0701 -0.0079 -0.0032 -0.5680 -0.6539  0.0036  0.0372  0.0340 -0.0003  0.0226 -1.3959  1.2525  0.7530  0.0172 -0.0226
    0.39915  2.6337 -0.4270 -0.0258 -0.0041 -0.0012 -0.3918 -0.8722  0.0023  0.0426  0.0415 -0.0006  0.0141 -1.5958  1.5432  0.4883  0.0110 -0.0141
    1.20631  0.3885 -0.5214 -0.2176 -0.0038 -0.0160 -0.3341  0.1757  0.0222  0.0319 -0.0089 -0.0020 -0.0043 -0.5999  0.1768  0.9601  0.0277  0.0043
    1.00321  0.7471 -0.6815 -0.2204  0.0121 -0.0168 -0.5892  0.1945  0.0271  0.0339 -0.0034 -0.0026 -0.0115 -0.7498  0.3421  0.9558  0.0359  0.0115
    0.83233  1.1855 -0.8081 -0.2024  0.0244 -0.0163 -0.7739  0.1148  0.0309  0.0322  0.0009 -0.0048 -0.0182 -0.9074  0.5398  0.9724  0.0412  0.0182
    0.67776  1.7845 -0.9058 -0.1692  0.0343 -0.0146 -0.9112 -0.0470  0.0337  0.0284  0.0046 -0.0077 -0.0242 -1.1191  0.8131  0.9842  0.0443  0.0242
    0.54256  2.6062 -0.9299 -0.1203  0.0398 -0.0111 -0.9585 -0.3055  0.0338  0.0230  0.0076 -0.0104 -0.0279 -1.4131  1.1947  0.9442  0.0435  0.0279
    0.42405  3.7807 -0.7289 -0.0498  0.0336 -0.0049 -0.7603 -0.7051  0.0260  0.0157  0.0100 -0.0100 -0.0237 -1.8407  1.7495  0.7070  0.0325  0.0237
    1.79517  0.2755 -0.4427 -0.2629  0.0356 -0.0334 -0.3454  0.4479  0.0486  0.0594 -0.0287 -0.0046 -0.0756 -0.4689  0.0699  0.8518  0.0327  0.0756
    1.45752  0.5804 -0.6241 -0.2680  0.0749 -0.0343 -0.6338  0.5160  0.0624  0.0457 -0.0337 -0.0045 -0.1015 -0.5648  0.1808  0.8082  0.0495  0.1015
    1.15669  1.0029 -0.8008 -0.2524  0.1082 -0.0341 -0.8774  0.4894  0.0766  0.0232 -0.0433 -0.0088 -0.1282 -0.6800  0.3243  0.8260  0.0627  0.1282
