!NAME: BENDER_MECHANICAL_ENTRANCE
!REGION: FULL
!OFFSET:        0.0000000000000000 (in meters)
!LENGTH:        1.1839000000000000 (canonical length in meters)
   0.000000      0.000000     0.2006000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1003000E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1003000E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q1_MECHANICAL_ENTRANCE
!REGION: FULL
!OFFSET:        2.3364432613334229 (in meters)
!LENGTH:        0.5838999999999999 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.5839000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.5839000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.2919500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.2919500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q1_MAGNETIC_ENTRANCE
!REGION: FULL
!OFFSET:        2.9203432613334228 (in meters)
!LENGTH:        0.2805000000000000 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.2805000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.2805000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1402500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1402500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q1_MID
!REGION: FRONT
!OFFSET:        3.2008432613334228 (in meters)
!LENGTH:        0.9395000000000000 (canonical length in meters)
  0.8994969     -2.010357      0.000000      0.000000      0.000000     100000
  0.9137238E-01 0.9075172      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.104427      2.163274      0.000000     001000
   0.000000      0.000000     0.9654856E-01  1.094560      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.6550584E-04 200000
   0.000000      0.000000      0.000000      0.000000     0.9627834E-04 110000
   0.000000      0.000000      0.000000      0.000000    -0.4447388E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.7188066E-04 002000
   0.000000      0.000000      0.000000      0.000000    -0.1089253E-03 001100
  0.9857292E-03 0.1935699E-01  0.000000      0.000000      0.000000     100001
  0.2566958E-04 0.9144254E-03  0.000000      0.000000      0.000000     010001
   0.000000      0.000000    -0.1064201E-02-0.2241554E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.4965200E-04 000200
   0.000000      0.000000    -0.2608831E-04-0.9559652E-03  0.000000     000101
  0.1688555E-05-0.6087971E-05  0.000000      0.000000      0.000000     300000
 -0.3137548E-06 0.4747852E-06  0.000000      0.000000      0.000000     210000
 -0.1294898E-06-0.2388235E-05  0.000000      0.000000      0.000000     120000
 -0.3884759E-08-0.1266983E-06  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.5533766E-05-0.1799420E-05  0.000000     201000
   0.000000      0.000000    -0.1203247E-05-0.1612677E-04  0.000000     111000
   0.000000      0.000000     0.5120679E-07 0.9317597E-06  0.000000     021000
  0.5350410E-05-0.1093021E-04  0.000000      0.000000      0.000000     102000
 -0.4366757E-06-0.2931145E-05  0.000000      0.000000      0.000000     012000
   0.000000      0.000000    -0.1796533E-05 0.3015908E-05  0.000000     003000
   0.000000      0.000000     0.6090050E-06 0.8349600E-05  0.000000     200100
   0.000000      0.000000    -0.1067910E-06-0.2078402E-05  0.000000     110100
   0.000000      0.000000    -0.1572472E-08-0.5224142E-07  0.000000     020100
  0.8711281E-06 0.5435745E-05  0.000000      0.000000      0.000000     101100
  0.1066106E-06 0.2067402E-05  0.000000      0.000000      0.000000     011100
   0.000000      0.000000     0.7754949E-06 0.1400729E-04  0.000000     002100
   0.000000      0.000000      0.000000      0.000000     0.1279628E-05 200001
   0.000000      0.000000      0.000000      0.000000    -0.9025708E-06 110001
   0.000000      0.000000      0.000000      0.000000    -0.2414918E-07 020001
   0.000000      0.000000      0.000000      0.000000     0.1470910E-05 002001
 -0.5579566E-07-0.1161834E-05  0.000000      0.000000      0.000000     100200
  0.1427447E-08 0.4517754E-07  0.000000      0.000000      0.000000     010200
   0.000000      0.000000     0.1663735E-06 0.3997749E-05  0.000000     001200
   0.000000      0.000000      0.000000      0.000000     0.1155579E-05 001101
 -0.9665834E-05-0.1861930E-03  0.000000      0.000000      0.000000     100002
 -0.2556201E-06-0.9040150E-05  0.000000      0.000000      0.000000     010002
   0.000000      0.000000     0.1084296E-04 0.2320756E-03  0.000000     001002
   0.000000      0.000000     0.4438856E-08 0.1598931E-06  0.000000     000300
   0.000000      0.000000      0.000000      0.000000     0.2766678E-07 000201
   0.000000      0.000000     0.2619003E-06 0.9663203E-05  0.000000     000102
 ------------------------------------------------------------------------------
!NAME: Q1_MAGNETIC_EXIT
!REGION: BACK
!OFFSET:        4.1403432613334230 (in meters)
!LENGTH:        0.9394999999999998 (canonical length in meters)
  0.9075172     -2.010357      0.000000      0.000000      0.000000     100000
  0.9137238E-01 0.8994969      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.094560      2.163274      0.000000     001000
   0.000000      0.000000     0.9654856E-01  1.104427      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.5803915E-04 200000
   0.000000      0.000000      0.000000      0.000000     0.8907400E-04 110000
   0.000000      0.000000      0.000000      0.000000    -0.4444352E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.6055969E-04 002000
   0.000000      0.000000      0.000000      0.000000    -0.9802152E-04 001100
  0.9144254E-03 0.1935699E-01  0.000000      0.000000      0.000000     100001
  0.2566958E-04 0.9857292E-03  0.000000      0.000000      0.000000     010001
   0.000000      0.000000    -0.9559652E-03-0.2241554E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.4961868E-04 000200
   0.000000      0.000000    -0.2608831E-04-0.1064201E-02  0.000000     000101
 -0.1452615E-05-0.1171634E-04  0.000000      0.000000      0.000000     300000
 -0.2240695E-06 0.7956855E-05  0.000000      0.000000      0.000000     210000
 -0.1708695E-06-0.1587154E-05  0.000000      0.000000      0.000000     120000
 -0.5642939E-08-0.8949346E-07  0.000000      0.000000      0.000000     030000
   0.000000      0.000000     0.5085435E-05-0.2276699E-04  0.000000     201000
   0.000000      0.000000     0.9091984E-06 0.2621969E-05  0.000000     111000
   0.000000      0.000000     0.9378524E-07 0.1857815E-05  0.000000     021000
 -0.6072055E-05-0.3610710E-04  0.000000      0.000000      0.000000     102000
 -0.5551198E-06 0.6191035E-05  0.000000      0.000000      0.000000     012000
   0.000000      0.000000     0.2592594E-05-0.7200083E-05  0.000000     003000
   0.000000      0.000000     0.4954827E-06-0.4314041E-05  0.000000     200100
   0.000000      0.000000    -0.3450016E-09-0.2338887E-05  0.000000     110100
   0.000000      0.000000     0.3373494E-08-0.1129629E-07  0.000000     020100
 -0.1166423E-05-0.2037130E-04  0.000000      0.000000      0.000000     101100
 -0.1831259E-07 0.1778272E-05  0.000000      0.000000      0.000000     011100
   0.000000      0.000000     0.8812547E-06-0.1598296E-05  0.000000     002100
   0.000000      0.000000      0.000000      0.000000     0.1147927E-05 200001
   0.000000      0.000000      0.000000      0.000000    -0.8465495E-06 110001
   0.000000      0.000000      0.000000      0.000000    -0.2474234E-07 020001
   0.000000      0.000000      0.000000      0.000000     0.1223510E-05 002001
 -0.9294895E-07-0.2319557E-05  0.000000      0.000000      0.000000     100200
 -0.3657447E-08-0.1223600E-07  0.000000      0.000000      0.000000     010200
   0.000000      0.000000     0.2239046E-06 0.2686504E-05  0.000000     001200
   0.000000      0.000000      0.000000      0.000000     0.1025422E-05 001101
 -0.9040150E-05-0.1861930E-03  0.000000      0.000000      0.000000     100002
 -0.2556201E-06-0.9665834E-05  0.000000      0.000000      0.000000     010002
   0.000000      0.000000     0.9663203E-05 0.2320756E-03  0.000000     001002
   0.000000      0.000000     0.6605586E-08 0.1171241E-06  0.000000     000300
   0.000000      0.000000      0.000000      0.000000     0.2698476E-07 000201
   0.000000      0.000000     0.2619003E-06 0.1084296E-04  0.000000     000102
 ------------------------------------------------------------------------------
!NAME: Q1_MECHANICAL_EXIT
!REGION: FULL
!OFFSET:        5.0798432613334228 (in meters)
!LENGTH:        0.2805000000000000 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.2805000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.2805000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1402500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1402500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q2_MECHANICAL_ENTRANCE
!REGION: FULL
!OFFSET:        5.3603432613334228 (in meters)
!LENGTH:        0.2555000000000001 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.2555000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.2555000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1277500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1277500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q2_MAGNETIC_ENTRANCE
!REGION: FULL
!OFFSET:        5.6158432613334224 (in meters)
!LENGTH:        0.3645000000000002 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.3645000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.3645000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q2_MID
!REGION: FRONT
!OFFSET:        5.9803432613334229 (in meters)
!LENGTH:        0.8200000000000000 (canonical length in meters)
   1.129862      2.899641      0.000000      0.000000      0.000000     100000
  0.8371714E-01  1.099913      0.000000      0.000000      0.000000     010000
   0.000000      0.000000     0.8766974     -2.630105      0.000000     001000
   0.000000      0.000000     0.8021247E-01 0.9000058      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1145172E-03 200000
   0.000000      0.000000      0.000000      0.000000    -0.1348740E-03 110000
   0.000000      0.000000      0.000000      0.000000    -0.4278774E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1007541E-03 002000
   0.000000      0.000000      0.000000      0.000000     0.1185491E-03 001100
 -0.1332149E-02-0.3038809E-01  0.000000      0.000000      0.000000     100001
 -0.1680078E-04-0.9978857E-03  0.000000      0.000000      0.000000     010001
   0.000000      0.000000     0.1200951E-02 0.2499667E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.3928521E-04 000200
   0.000000      0.000000     0.1820877E-04 0.9995362E-03  0.000000     000101
 -0.2624575E-05 0.1044851E-04  0.000000      0.000000      0.000000     300000
  0.1106559E-05 0.2398972E-04  0.000000      0.000000      0.000000     210000
  0.1936030E-06 0.5431318E-05  0.000000      0.000000      0.000000     120000
  0.3590576E-08 0.1733823E-06  0.000000      0.000000      0.000000     030000
   0.000000      0.000000     0.8437633E-05-0.1731326E-04  0.000000     201000
   0.000000      0.000000     0.1118052E-05 0.7155839E-05  0.000000     111000
   0.000000      0.000000    -0.7137334E-07-0.1513058E-05  0.000000     021000
 -0.7961197E-05 0.4384371E-05  0.000000      0.000000      0.000000     102000
  0.8284484E-06 0.1326233E-04  0.000000      0.000000      0.000000     012000
   0.000000      0.000000     0.2539597E-05-0.1113372E-04  0.000000     003000
   0.000000      0.000000    -0.5530416E-06-0.3791664E-05  0.000000     200100
   0.000000      0.000000     0.1396800E-06 0.2725812E-05  0.000000     110100
   0.000000      0.000000     0.1294763E-08 0.5060924E-07  0.000000     020100
 -0.1627333E-05-0.2537063E-04  0.000000      0.000000      0.000000     101100
 -0.1391364E-06-0.2747759E-05  0.000000      0.000000      0.000000     011100
   0.000000      0.000000    -0.3608373E-06 0.2040698E-05  0.000000     002100
   0.000000      0.000000      0.000000      0.000000     0.2363376E-05 200001
   0.000000      0.000000      0.000000      0.000000     0.1433655E-05 110001
   0.000000      0.000000      0.000000      0.000000     0.1820110E-07 020001
   0.000000      0.000000      0.000000      0.000000     0.1950336E-05 002001
  0.6837298E-07 0.1252581E-05  0.000000      0.000000      0.000000     100200
 -0.1536358E-08-0.6176990E-07  0.000000      0.000000      0.000000     010200
   0.000000      0.000000    -0.1483116E-06-0.3047967E-05  0.000000     001200
   0.000000      0.000000      0.000000      0.000000    -0.1107194E-05 001101
  0.1366047E-04 0.3180213E-03  0.000000      0.000000      0.000000     100002
  0.1642062E-06 0.9962152E-05  0.000000      0.000000      0.000000     010002
   0.000000      0.000000    -0.1169234E-04-0.2371360E-03  0.000000     001002
   0.000000      0.000000    -0.3266064E-08-0.1407623E-06  0.000000     000300
   0.000000      0.000000      0.000000      0.000000    -0.1674431E-07 000201
   0.000000      0.000000    -0.1853325E-06-0.9987348E-05  0.000000     000102
 ------------------------------------------------------------------------------
!NAME: Q2_MAGNETIC_EXIT
!REGION: BACK
!OFFSET:        6.8003432613334232 (in meters)
!LENGTH:        0.8199999999999998 (canonical length in meters)
   1.099913      2.899641      0.000000      0.000000      0.000000     100000
  0.8371714E-01  1.129862      0.000000      0.000000      0.000000     010000
   0.000000      0.000000     0.9000058     -2.630105      0.000000     001000
   0.000000      0.000000     0.8021247E-01 0.8766974      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.6813902E-04 200000
   0.000000      0.000000      0.000000      0.000000    -0.1010965E-03 110000
   0.000000      0.000000      0.000000      0.000000    -0.4266735E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.7274684E-04 002000
   0.000000      0.000000      0.000000      0.000000     0.9809182E-04 001100
 -0.9978857E-03-0.3038809E-01  0.000000      0.000000      0.000000     100001
 -0.1680078E-04-0.1332149E-02  0.000000      0.000000      0.000000     010001
   0.000000      0.000000     0.9995362E-03 0.2499667E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.3917942E-04 000200
   0.000000      0.000000     0.1820877E-04 0.1200951E-02  0.000000     000101
  0.4207833E-05-0.1095508E-04  0.000000      0.000000      0.000000     300000
  0.1250185E-05-0.7066293E-06  0.000000      0.000000      0.000000     210000
  0.2609971E-06 0.3817935E-05  0.000000      0.000000      0.000000     120000
  0.6537943E-08 0.1504638E-06  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.9071656E-05-0.6754673E-04  0.000000     201000
   0.000000      0.000000    -0.1467272E-05-0.3234933E-04  0.000000     111000
   0.000000      0.000000    -0.9533284E-07-0.3093483E-05  0.000000     021000
  0.7615384E-05-0.3780995E-04  0.000000      0.000000      0.000000     102000
  0.6206278E-06-0.5919878E-05  0.000000      0.000000      0.000000     012000
   0.000000      0.000000    -0.2119762E-05-0.2192293E-04  0.000000     003000
   0.000000      0.000000    -0.7664666E-06 0.9727552E-05  0.000000     200100
   0.000000      0.000000    -0.3806896E-07 0.2297599E-05  0.000000     110100
   0.000000      0.000000    -0.4342400E-08-0.1649193E-07  0.000000     020100
  0.1251917E-05 0.2836488E-05  0.000000      0.000000      0.000000     101100
  0.1409367E-07-0.3129312E-05  0.000000      0.000000      0.000000     011100
   0.000000      0.000000    -0.2299011E-06 0.1253385E-04  0.000000     002100
   0.000000      0.000000      0.000000      0.000000     0.1333345E-05 200001
   0.000000      0.000000      0.000000      0.000000     0.1017535E-05 110001
   0.000000      0.000000      0.000000      0.000000     0.1571513E-07 020001
   0.000000      0.000000      0.000000      0.000000     0.1472000E-05 002001
  0.1038213E-06 0.2439565E-05  0.000000      0.000000      0.000000     100200
  0.4247639E-08-0.1495986E-07  0.000000      0.000000      0.000000     010200
   0.000000      0.000000    -0.1951546E-06-0.1931663E-05  0.000000     001200
   0.000000      0.000000      0.000000      0.000000    -0.9583088E-06 001101
  0.9962152E-05 0.3180213E-03  0.000000      0.000000      0.000000     100002
  0.1642062E-06 0.1366047E-04  0.000000      0.000000      0.000000     010002
   0.000000      0.000000    -0.9987348E-05-0.2371360E-03  0.000000     001002
   0.000000      0.000000    -0.5611770E-08-0.1061755E-06  0.000000     000300
   0.000000      0.000000      0.000000      0.000000    -0.1879221E-07 000201
   0.000000      0.000000    -0.1853325E-06-0.1169234E-04  0.000000     000102
 ------------------------------------------------------------------------------
!NAME: Q2_MECHANICAL_EXIT
!REGION: FULL
!OFFSET:        7.6203432613334225 (in meters)
!LENGTH:        0.3645000000000002 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.3645000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.3645000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q3_MECHANICAL_ENTRANCE
!REGION: FULL
!OFFSET:        7.9848432613334230 (in meters)
!LENGTH:        0.2809999999999993 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.2810000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.2810000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1405000E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1405000E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q3_MAGNETIC_ENTRANCE
!REGION: FULL
!OFFSET:        8.2658432613334227 (in meters)
!LENGTH:        0.3645000000000002 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.3645000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.3645000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 000200
 ------------------------------------------------------------------------------
!NAME: Q3_MID
!REGION: FRONT
!OFFSET:        8.6303432613334223 (in meters)
!LENGTH:        0.8200000000000000 (canonical length in meters)
  0.9177159     -1.769152      0.000000      0.000000      0.000000     100000
  0.8082511E-01 0.9338490      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.085154      1.887083      0.000000     001000
   0.000000      0.000000     0.8314410E-01  1.066116      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.4505552E-04 200000
   0.000000      0.000000      0.000000      0.000000     0.8018469E-04 110000
   0.000000      0.000000      0.000000      0.000000    -0.3985679E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.4903793E-04 002000
   0.000000      0.000000      0.000000      0.000000    -0.8732837E-04 001100
  0.8087000E-03 0.1711443E-01  0.000000      0.000000      0.000000     100001
  0.1189752E-04 0.6614505E-03  0.000000      0.000000      0.000000     010001
   0.000000      0.000000    -0.8661031E-03-0.1947319E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.4217516E-04 000200
   0.000000      0.000000    -0.1128159E-04-0.6607391E-03  0.000000     000101
  0.1767348E-05-0.3669637E-05  0.000000      0.000000      0.000000     300000
 -0.3066659E-06-0.6578474E-06  0.000000      0.000000      0.000000     210000
 -0.1027884E-06-0.2248107E-05  0.000000      0.000000      0.000000     120000
 -0.2196749E-08-0.9659656E-07  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.5401231E-05 0.4079360E-06  0.000000     201000
   0.000000      0.000000    -0.1022716E-05-0.1496203E-04  0.000000     111000
   0.000000      0.000000     0.4557601E-07 0.8570430E-06  0.000000     021000
  0.5612679E-05-0.5873223E-05  0.000000      0.000000      0.000000     102000
 -0.3965608E-06-0.3523945E-05  0.000000      0.000000      0.000000     012000
   0.000000      0.000000    -0.1816940E-05 0.2540912E-05  0.000000     003000
   0.000000      0.000000     0.5172167E-06 0.7679310E-05  0.000000     200100
   0.000000      0.000000    -0.9224860E-07-0.1824509E-05  0.000000     110100
   0.000000      0.000000    -0.9912712E-09-0.3977764E-07  0.000000     020100
  0.7997661E-06 0.6987047E-05  0.000000      0.000000      0.000000     101100
  0.9249328E-07 0.1815466E-05  0.000000      0.000000      0.000000     011100
   0.000000      0.000000     0.6319656E-06 0.1196068E-04  0.000000     002100
   0.000000      0.000000      0.000000      0.000000     0.8819819E-06 200001
   0.000000      0.000000      0.000000      0.000000    -0.7670906E-06 110001
   0.000000      0.000000      0.000000      0.000000    -0.1126101E-07 020001
   0.000000      0.000000      0.000000      0.000000     0.1001473E-05 002001
 -0.4689209E-07-0.9712867E-06  0.000000      0.000000      0.000000     100200
  0.8855011E-09 0.3489150E-07  0.000000      0.000000      0.000000     010200
   0.000000      0.000000     0.1226011E-06 0.3289711E-05  0.000000     001200
   0.000000      0.000000      0.000000      0.000000     0.9099570E-06 001101
 -0.7946632E-05-0.1654356E-03  0.000000      0.000000      0.000000     100002
