!NAME: BENDER_MECHANICAL_ENTRANCE
!REGION: FULL
!OFFSET:        0.0000000000000000 (in meters)
!LENGTH:        1.1839000000000000 (canonical length in meters)
 -0.1204351E-06-0.6612749E-05  0.000000      0.000000      0.000000     010002
   0.000000      0.000000     0.8807712E-05 0.2008196E-03  0.000000     001002
   0.000000      0.000000     0.2338876E-08 0.1108776E-06  0.000000     000300
   0.000000      0.000000      0.000000      0.000000     0.1189953E-07 000201
   0.000000      0.000000     0.1111949E-06 0.6601994E-05  0.000000     000102
 ------------------------------------------------------------------------------
!NAME: Q3_MAGNETIC_EXIT
!REGION: BACK
!OFFSET:        9.4503432613334226 (in meters)
!LENGTH:        0.8199999999999998 (canonical length in meters)
  0.9338490     -1.769152      0.000000      0.000000      0.000000     100000
  0.8082511E-01 0.9177159      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.066116      1.887083      0.000000     001000
   0.000000      0.000000     0.8314410E-01  1.085154      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.3156467E-04 200000
   0.000000      0.000000      0.000000      0.000000     0.6536669E-04 110000
   0.000000      0.000000      0.000000      0.000000    -0.3980948E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.3023438E-04 002000
   0.000000      0.000000      0.000000      0.000000    -0.6669214E-04 001100
  0.6614505E-03 0.1711443E-01  0.000000      0.000000      0.000000     100001
  0.1189752E-04 0.8087000E-03  0.000000      0.000000      0.000000     010001
   0.000000      0.000000    -0.6607391E-03-0.1947319E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.4212363E-04 000200
   0.000000      0.000000    -0.1128159E-04-0.8661031E-03  0.000000     000101
 -0.1508238E-05-0.9038841E-05  0.000000      0.000000      0.000000     300000
 -0.2482383E-06 0.7597295E-05  0.000000      0.000000      0.000000     210000
 -0.1358932E-06-0.1448937E-05  0.000000      0.000000      0.000000     120000
 -0.3812039E-08-0.7455279E-07  0.000000      0.000000      0.000000     030000
   0.000000      0.000000     0.5226534E-05-0.1872769E-04  0.000000     201000
   0.000000      0.000000     0.8602146E-06 0.4897933E-05  0.000000     111000
   0.000000      0.000000     0.6788258E-07 0.1685382E-05  0.000000     021000
 -0.5870760E-05-0.2734129E-04  0.000000      0.000000      0.000000     102000
 -0.4897486E-06 0.6237420E-05  0.000000      0.000000      0.000000     012000
   0.000000      0.000000     0.2412354E-05-0.5889041E-05  0.000000     003000
   0.000000      0.000000     0.4256590E-06-0.4559063E-05  0.000000     200100
   0.000000      0.000000     0.1217220E-07-0.1994943E-05  0.000000     110100
   0.000000      0.000000     0.2826494E-08-0.6658243E-08  0.000000     020100
 -0.9546787E-06-0.1782158E-04  0.000000      0.000000      0.000000     101100
 -0.2268252E-07 0.1631524E-05  0.000000      0.000000      0.000000     011100
   0.000000      0.000000     0.6940951E-06-0.2505175E-05  0.000000     002100
   0.000000      0.000000      0.000000      0.000000     0.6367878E-06 200001
   0.000000      0.000000      0.000000      0.000000    -0.6448048E-06 110001
   0.000000      0.000000      0.000000      0.000000    -0.1218705E-07 020001
   0.000000      0.000000      0.000000      0.000000     0.5968261E-06 002001
 -0.6416601E-07-0.1971815E-05  0.000000      0.000000      0.000000     100200
 -0.2868161E-08-0.7101767E-08  0.000000      0.000000      0.000000     010200
   0.000000      0.000000     0.1647041E-06 0.2270845E-05  0.000000     001200
   0.000000      0.000000      0.000000      0.000000     0.6711475E-06 001101
 -0.6612749E-05-0.1654356E-03  0.000000      0.000000      0.000000     100002
 -0.1204351E-06-0.7946632E-05  0.000000      0.000000      0.000000     010002
   0.000000      0.000000     0.6601994E-05 0.2008196E-03  0.000000     001002
   0.000000      0.000000     0.4217537E-08 0.9389033E-07  0.000000     000300
   0.000000      0.000000      0.000000      0.000000     0.1084679E-07 000201
   0.000000      0.000000     0.1111949E-06 0.8807712E-05  0.000000     000102
 ------------------------------------------------------------------------------
!NAME: Q3_MECHANICAL_EXIT
!REGION: FULL
!OFFSET:       10.2703432613334229 (in meters)
!LENGTH:        0.3645000000000002 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.3645000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.3645000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1822500E-04 000200
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MECHANICAL_ENTRANCE
!REGION: D-FRONT
!OFFSET:       10.6348432613334225 (in meters)
!LENGTH:        0.1800000000000000 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.1800000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.1800000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.9000000E-05 020000
   0.000000      0.000000      0.000000      0.000000    -0.9000000E-05 000200
 ------------------------------------------------------------------------------
!NAME: DIPOLE_FLARE
!REGION: D-FRONT
!OFFSET:       10.8148432613334222 (in meters)
!LENGTH:        0.3010000000000000 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.3010000E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.3010000E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1505000E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1505000E-04 000200
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MAGNETIC_ENTRANCE
!REGION: D-FRONT
!OFFSET:       11.1158432613334224 (in meters)
!LENGTH:        0.3947150000000000 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.3947150E-01  1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.3947150E-01  1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1973575E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1973575E-04 000200
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MID
!REGION: dipole
!OFFSET:       11.5105582613334221 (in meters)
!LENGTH:        0.3688066422758967 (canonical length in meters)
   0.000000      0.000000      0.000000      0.000000    -0.1609823E-12 000000
   1.000001     0.1621841E-04  0.000000      0.000000    -0.4013308E-01 100000
  0.3689919E-01  1.000000      0.000000      0.000000     0.4959086E-03 010000
   0.000000      0.000000     0.9994401    -0.1298637E-01  0.000000     001000
   0.000000      0.000000     0.3686714E-01  1.000081      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
  0.1976787E-01 0.4013308      0.000000      0.000000    -0.3111097E-03 000001
  0.6510154E-09  0.000000      0.000000      0.000000    -0.1307093E-10 200000
  0.4013308E-04-0.6511348E-09  0.000000      0.000000    -0.8059293E-06 110000
 -0.1485689E-05-0.2006656E-04  0.000000      0.000000    -0.1841780E-04 020000
   0.000000      0.000000     0.3548859E-06-0.7744119E-08  0.000000     101000
   0.000000      0.000000    -0.4009662E-04-0.1090946E-02  0.000000     011000
  0.5454281E-03 0.7382204E-08  0.000000      0.000000    -0.6495239E-05 002000
   0.000000      0.000000     0.4016867E-04-0.8773366E-06  0.000000     100100
   0.000000      0.000000     0.1978470E-05-0.1459579E-06  0.000000     010100
  0.1070675E-06-0.3552400E-06  0.000000      0.000000     0.1445992E-05 001100
  0.8047356E-05-0.1623147E-06  0.000000      0.000000     0.1188982E-09 100001
 -0.6033766E-07-0.8053342E-05  0.000000      0.000000    -0.1977127E-04 010001
   0.000000      0.000000     0.3150795E-05-0.1782390E-03  0.000000     001001
  0.2502545E-06-0.2010212E-04  0.000000      0.000000    -0.1843776E-04 000200
   0.000000      0.000000     0.5828595E-06-0.9735232E-05  0.000000     000101
 -0.1976879E-03-0.4014927E-02  0.000000      0.000000     0.7001401E-06 000002
  0.1307100E-13  0.000000      0.000000      0.000000    -0.6515401E-12 210000
  0.4035594E-09 0.2434722E-10  0.000000      0.000000    -0.2008272E-07 120000
 -0.3870302E-11 0.4026692E-09  0.000000      0.000000     0.1238112E-08 030000
   0.000000      0.000000    -0.4381105E-07 0.9566809E-09  0.000000     111000
   0.000000      0.000000    -0.4817147E-09 0.7059846E-07  0.000000     021000
  0.6854926E-12  0.000000      0.000000      0.000000    -0.1579995E-11 102000
 -0.5513827E-07 0.4702144E-09  0.000000      0.000000    -0.5467745E-06 012000
   0.000000      0.000000     0.9273166E-07-0.6158513E-05  0.000000     003000
   0.000000      0.000000     0.2616472E-13  0.000000      0.000000     200100
   0.000000      0.000000     0.8025209E-09-0.1314899E-11  0.000000     110100
   0.000000      0.000000    -0.1132571E-09 0.9222489E-09  0.000000     020100
 -0.7117496E-11-0.2192604E-12  0.000000      0.000000    -0.3552010E-09 101100
 -0.2859646E-08 0.3087669E-07  0.000000      0.000000     0.3990689E-07 011100
   0.000000      0.000000     0.5645167E-07-0.9599880E-06  0.000000     002100
 -0.6510155E-11  0.000000      0.000000      0.000000      0.000000     200001
   0.000000     0.2604868E-10  0.000000      0.000000    -0.8047356E-08 110001
  0.2968190E-07 0.6023202E-06  0.000000      0.000000    -0.9237003E-11 020001
   0.000000      0.000000    -0.1591122E-07 0.4248081E-09  0.000000     101001
   0.000000      0.000000     0.3996589E-06 0.1096328E-04  0.000000     011001
 -0.5474089E-05-0.3920971E-11  0.000000      0.000000    -0.8945338E-07 002001
 -0.4030802E-09 0.8103886E-11  0.000000      0.000000    -0.2010216E-07 100200
 -0.7698514E-10 0.4887084E-09  0.000000      0.000000    -0.2477562E-08 010200
   0.000000      0.000000     0.7550135E-09-0.8946077E-07  0.000000     001200
   0.000000      0.000000    -0.7137164E-09 0.8795464E-08  0.000000     100101
   0.000000      0.000000    -0.5024499E-08 0.4047379E-06  0.000000     010101
 -0.3070606E-08 0.1072257E-07  0.000000      0.000000    -0.2095613E-07 001101
 -0.8050620E-07 0.1628373E-08  0.000000      0.000000    -0.1616608E-08 100002
  0.7854802E-08 0.3222307E-06  0.000000      0.000000     0.1977683E-06 010002
   0.000000      0.000000    -0.7313209E-08 0.4876390E-05  0.000000     001002
   0.000000      0.000000     0.7044166E-10-0.1270126E-08  0.000000     000300
 -0.2548707E-08 0.2015738E-06  0.000000      0.000000    -0.3097418E-09 000201
   0.000000      0.000000    -0.4798811E-08 0.2677646E-06  0.000000     000102
  0.1977734E-05 0.4019779E-04  0.000000      0.000000     0.1711715E-07 000003
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MID
!REGION: dipole
!OFFSET:       11.8793649036093178 (in meters)
!LENGTH:        0.3688066422758967 (canonical length in meters)
   0.000000      0.000000      0.000000      0.000000    -0.1609823E-12 000000
   1.000000      0.000000      0.000000      0.000000    -0.4014796E-01 100000
  0.3687076E-01  1.000000      0.000000      0.000000    -0.7401430E-03 010000
   0.000000      0.000000     0.9991942    -0.4368124E-01  0.000000     001000
   0.000000      0.000000     0.3688066E-01 0.9991942      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
  0.7401430E-02 0.4014796      0.000000      0.000000    -0.9904280E-04 000001
  0.4014796E-04  0.000000      0.000000      0.000000    -0.8059295E-06 110000
  0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 020000
   0.000000      0.000000    -0.8772099E-06 0.1916653E-07  0.000000     101000
   0.000000      0.000000    -0.1617170E-07 0.3533423E-09  0.000000     011000
 -0.1766711E-09-0.9583266E-08  0.000000      0.000000    -0.8801002E-08 002000
   0.000000      0.000000     0.4014796E-04-0.8772099E-06  0.000000     100100
   0.000000      0.000000     0.7401430E-06-0.1617170E-07  0.000000     010100
  0.1617170E-07 0.8772099E-06  0.000000      0.000000     0.8056049E-06 001100
  0.8059295E-05  0.000000      0.000000      0.000000    -0.8663996E-12 100001
  0.2971523E-06-0.8059295E-05  0.000000      0.000000    -0.7401430E-05 010001
   0.000000      0.000000     0.8056049E-05 0.4366364E-03  0.000000     001001
 -0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 000200
   0.000000      0.000000     0.9904280E-07 0.8056049E-05  0.000000     000101
 -0.7398447E-04-0.4016414E-02  0.000000      0.000000      0.000000     000002
  0.4029648E-09  0.000000      0.000000      0.000000    -0.2009016E-07 120000
 -0.1485762E-10 0.4029648E-09  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.1760910E-10 0.3847486E-12  0.000000     111000
   0.000000      0.000000    -0.4028024E-09-0.2183182E-07  0.000000     021000
 -0.1923743E-12  0.000000      0.000000      0.000000    -0.9583266E-11 102000
  0.8793909E-11 0.9542178E-09  0.000000      0.000000    -0.1766711E-12 012000
   0.000000      0.000000    -0.1922968E-12-0.4166882E-10  0.000000     003000
   0.000000      0.000000     0.8059295E-09-0.1760910E-10  0.000000     110100
   0.000000      0.000000    -0.4952140E-11-0.4028024E-09  0.000000     020100
  0.1760910E-10  0.000000      0.000000      0.000000     0.8772099E-09 101100
 -0.8049556E-09-0.4366365E-07  0.000000      0.000000     0.1617170E-10 011100
   0.000000      0.000000     0.2640300E-10 0.2859193E-08  0.000000     002100
   0.000000      0.000000      0.000000      0.000000    -0.8059295E-08 110001
  0.1109320E-07 0.6025430E-06  0.000000      0.000000    -0.2971527E-09 020001
   0.000000      0.000000     0.8772099E-08-0.3833306E-09  0.000000     101001
   0.000000      0.000000      0.000000    -0.1754066E-07  0.000000     011001
  0.5298711E-11 0.5747644E-09  0.000000      0.000000     0.1760200E-09 002001
 -0.4029648E-09  0.000000      0.000000      0.000000    -0.2007398E-07 100200
 -0.1485762E-10-0.4025319E-09  0.000000      0.000000      0.000000     010200
   0.000000      0.000000    -0.1208407E-08-0.6538991E-07  0.000000     001200
   0.000000      0.000000      0.000000     0.8772099E-08  0.000000     100101
   0.000000      0.000000     0.7401430E-08 0.4011561E-06  0.000000     010101
 -0.3233036E-09-0.2630217E-07  0.000000      0.000000    -0.8056049E-08 001101
 -0.8062543E-07  0.000000      0.000000      0.000000    -0.1617808E-08 100002
 -0.2394838E-11 0.3224692E-06  0.000000      0.000000     0.7392482E-07 010002
   0.000000      0.000000    -0.8056049E-07-0.4368124E-05  0.000000     001002
   0.000000      0.000000    -0.4952140E-11-0.1207650E-08  0.000000     000300
  0.3697732E-08 0.2005782E-06  0.000000      0.000000      0.000000     000201
   0.000000      0.000000      0.000000    -0.3248048E-10  0.000000     000102
  0.7398445E-06 0.4021269E-04  0.000000      0.000000     0.9897095E-08 000003
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MID
!REGION: dipole
!OFFSET:       12.2481715458852136 (in meters)
!LENGTH:        0.3688066422758967 (canonical length in meters)
   0.000000      0.000000      0.000000      0.000000    -0.1609823E-12 000000
   1.000000      0.000000      0.000000      0.000000    -0.4014796E-01 100000
  0.3687076E-01  1.000000      0.000000      0.000000    -0.7401430E-03 010000
   0.000000      0.000000     0.9991942    -0.4368124E-01  0.000000     001000
   0.000000      0.000000     0.3688066E-01 0.9991942      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
  0.7401430E-02 0.4014796      0.000000      0.000000    -0.9904280E-04 000001
  0.4014796E-04  0.000000      0.000000      0.000000    -0.8059295E-06 110000
  0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 020000
   0.000000      0.000000    -0.8772099E-06 0.1916653E-07  0.000000     101000
   0.000000      0.000000    -0.1617170E-07 0.3533423E-09  0.000000     011000
 -0.1766711E-09-0.9583266E-08  0.000000      0.000000    -0.8801002E-08 002000
   0.000000      0.000000     0.4014796E-04-0.8772099E-06  0.000000     100100
   0.000000      0.000000     0.7401430E-06-0.1617170E-07  0.000000     010100
  0.1617170E-07 0.8772099E-06  0.000000      0.000000     0.8056049E-06 001100
  0.8059295E-05  0.000000      0.000000      0.000000    -0.8663996E-12 100001
  0.2971523E-06-0.8059295E-05  0.000000      0.000000    -0.7401430E-05 010001
   0.000000      0.000000     0.8056049E-05 0.4366364E-03  0.000000     001001
 -0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 000200
   0.000000      0.000000     0.9904280E-07 0.8056049E-05  0.000000     000101
 -0.7398447E-04-0.4016414E-02  0.000000      0.000000      0.000000     000002
  0.4029648E-09  0.000000      0.000000      0.000000    -0.2009016E-07 120000
 -0.1485762E-10 0.4029648E-09  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.1760910E-10 0.3847486E-12  0.000000     111000
   0.000000      0.000000    -0.4028024E-09-0.2183182E-07  0.000000     021000
 -0.1923743E-12  0.000000      0.000000      0.000000    -0.9583266E-11 102000
  0.8793909E-11 0.9542178E-09  0.000000      0.000000    -0.1766711E-12 012000
   0.000000      0.000000    -0.1922968E-12-0.4166882E-10  0.000000     003000
   0.000000      0.000000     0.8059295E-09-0.1760910E-10  0.000000     110100
   0.000000      0.000000    -0.4952140E-11-0.4028024E-09  0.000000     020100
  0.1760910E-10  0.000000      0.000000      0.000000     0.8772099E-09 101100
 -0.8049556E-09-0.4366365E-07  0.000000      0.000000     0.1617170E-10 011100
   0.000000      0.000000     0.2640300E-10 0.2859193E-08  0.000000     002100
   0.000000      0.000000      0.000000      0.000000    -0.8059295E-08 110001
  0.1109320E-07 0.6025430E-06  0.000000      0.000000    -0.2971527E-09 020001
   0.000000      0.000000     0.8772099E-08-0.3833306E-09  0.000000     101001
   0.000000      0.000000      0.000000    -0.1754066E-07  0.000000     011001
  0.5298711E-11 0.5747644E-09  0.000000      0.000000     0.1760200E-09 002001
 -0.4029648E-09  0.000000      0.000000      0.000000    -0.2007398E-07 100200
 -0.1485762E-10-0.4025319E-09  0.000000      0.000000      0.000000     010200
   0.000000      0.000000    -0.1208407E-08-0.6538991E-07  0.000000     001200
   0.000000      0.000000      0.000000     0.8772099E-08  0.000000     100101
   0.000000      0.000000     0.7401430E-08 0.4011561E-06  0.000000     010101
 -0.3233036E-09-0.2630217E-07  0.000000      0.000000    -0.8056049E-08 001101
 -0.8062543E-07  0.000000      0.000000      0.000000    -0.1617808E-08 100002
 -0.2394838E-11 0.3224692E-06  0.000000      0.000000     0.7392482E-07 010002
   0.000000      0.000000    -0.8056049E-07-0.4368124E-05  0.000000     001002
   0.000000      0.000000    -0.4952140E-11-0.1207650E-08  0.000000     000300
  0.3697732E-08 0.2005782E-06  0.000000      0.000000      0.000000     000201
   0.000000      0.000000      0.000000    -0.3248048E-10  0.000000     000102
  0.7398445E-06 0.4021269E-04  0.000000      0.000000     0.9897095E-08 000003
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MID
!REGION: dipole
!OFFSET:       12.6169781881611094 (in meters)
!LENGTH:        0.3688066422758967 (canonical length in meters)
   0.000000      0.000000      0.000000      0.000000    -0.1609823E-12 000000
   1.000000      0.000000      0.000000      0.000000    -0.4014796E-01 100000
  0.3687076E-01  1.000000      0.000000      0.000000    -0.7401430E-03 010000
   0.000000      0.000000     0.9991942    -0.4368124E-01  0.000000     001000
   0.000000      0.000000     0.3688066E-01 0.9991942      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
  0.7401430E-02 0.4014796      0.000000      0.000000    -0.9904280E-04 000001
  0.4014796E-04  0.000000      0.000000      0.000000    -0.8059295E-06 110000
  0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 020000
   0.000000      0.000000    -0.8772099E-06 0.1916653E-07  0.000000     101000
   0.000000      0.000000    -0.1617170E-07 0.3533423E-09  0.000000     011000
 -0.1766711E-09-0.9583266E-08  0.000000      0.000000    -0.8801002E-08 002000
   0.000000      0.000000     0.4014796E-04-0.8772099E-06  0.000000     100100
   0.000000      0.000000     0.7401430E-06-0.1617170E-07  0.000000     010100
  0.1617170E-07 0.8772099E-06  0.000000      0.000000     0.8056049E-06 001100
  0.8059295E-05  0.000000      0.000000      0.000000    -0.8663996E-12 100001
  0.2971523E-06-0.8059295E-05  0.000000      0.000000    -0.7401430E-05 010001
   0.000000      0.000000     0.8056049E-05 0.4366364E-03  0.000000     001001
 -0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 000200
   0.000000      0.000000     0.9904280E-07 0.8056049E-05  0.000000     000101
 -0.7398447E-04-0.4016414E-02  0.000000      0.000000      0.000000     000002
  0.4029648E-09  0.000000      0.000000      0.000000    -0.2009016E-07 120000
 -0.1485762E-10 0.4029648E-09  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.1760910E-10 0.3847486E-12  0.000000     111000
   0.000000      0.000000    -0.4028024E-09-0.2183182E-07  0.000000     021000
 -0.1923743E-12  0.000000      0.000000      0.000000    -0.9583266E-11 102000
  0.8793909E-11 0.9542178E-09  0.000000      0.000000    -0.1766711E-12 012000
   0.000000      0.000000    -0.1922968E-12-0.4166882E-10  0.000000     003000
   0.000000      0.000000     0.8059295E-09-0.1760910E-10  0.000000     110100
   0.000000      0.000000    -0.4952140E-11-0.4028024E-09  0.000000     020100
  0.1760910E-10  0.000000      0.000000      0.000000     0.8772099E-09 101100
 -0.8049556E-09-0.4366365E-07  0.000000      0.000000     0.1617170E-10 011100
   0.000000      0.000000     0.2640300E-10 0.2859193E-08  0.000000     002100
   0.000000      0.000000      0.000000      0.000000    -0.8059295E-08 110001
  0.1109320E-07 0.6025430E-06  0.000000      0.000000    -0.2971527E-09 020001
   0.000000      0.000000     0.8772099E-08-0.3833306E-09  0.000000     101001
   0.000000      0.000000      0.000000    -0.1754066E-07  0.000000     011001
  0.5298711E-11 0.5747644E-09  0.000000      0.000000     0.1760200E-09 002001
 -0.4029648E-09  0.000000      0.000000      0.000000    -0.2007398E-07 100200
 -0.1485762E-10-0.4025319E-09  0.000000      0.000000      0.000000     010200
   0.000000      0.000000    -0.1208407E-08-0.6538991E-07  0.000000     001200
   0.000000      0.000000      0.000000     0.8772099E-08  0.000000     100101
   0.000000      0.000000     0.7401430E-08 0.4011561E-06  0.000000     010101
 -0.3233036E-09-0.2630217E-07  0.000000      0.000000    -0.8056049E-08 001101
 -0.8062543E-07  0.000000      0.000000      0.000000    -0.1617808E-08 100002
 -0.2394838E-11 0.3224692E-06  0.000000      0.000000     0.7392482E-07 010002
   0.000000      0.000000    -0.8056049E-07-0.4368124E-05  0.000000     001002
   0.000000      0.000000    -0.4952140E-11-0.1207650E-08  0.000000     000300
  0.3697732E-08 0.2005782E-06  0.000000      0.000000      0.000000     000201
   0.000000      0.000000      0.000000    -0.3248048E-10  0.000000     000102
  0.7398445E-06 0.4021269E-04  0.000000      0.000000     0.9897095E-08 000003
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MID
!REGION: dipole
!OFFSET:       12.9857848304370052 (in meters)
!LENGTH:        0.3688066422758967 (canonical length in meters)
   0.000000      0.000000      0.000000      0.000000    -0.1609823E-12 000000
   1.000000      0.000000      0.000000      0.000000    -0.4014796E-01 100000
  0.3687076E-01  1.000000      0.000000      0.000000    -0.7401430E-03 010000
   0.000000      0.000000     0.9991942    -0.4368124E-01  0.000000     001000
   0.000000      0.000000     0.3688066E-01 0.9991942      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
  0.7401430E-02 0.4014796      0.000000      0.000000    -0.9904280E-04 000001
  0.4014796E-04  0.000000      0.000000      0.000000    -0.8059295E-06 110000
  0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 020000
   0.000000      0.000000    -0.8772099E-06 0.1916653E-07  0.000000     101000
   0.000000      0.000000    -0.1617170E-07 0.3533423E-09  0.000000     011000
 -0.1766711E-09-0.9583266E-08  0.000000      0.000000    -0.8801002E-08 002000
   0.000000      0.000000     0.4014796E-04-0.8772099E-06  0.000000     100100
   0.000000      0.000000     0.7401430E-06-0.1617170E-07  0.000000     010100
  0.1617170E-07 0.8772099E-06  0.000000      0.000000     0.8056049E-06 001100
  0.8059295E-05  0.000000      0.000000      0.000000    -0.8663996E-12 100001
  0.2971523E-06-0.8059295E-05  0.000000      0.000000    -0.7401430E-05 010001
   0.000000      0.000000     0.8056049E-05 0.4366364E-03  0.000000     001001
 -0.3700715E-06-0.2007398E-04  0.000000      0.000000    -0.1843538E-04 000200
   0.000000      0.000000     0.9904280E-07 0.8056049E-05  0.000000     000101
 -0.7398447E-04-0.4016414E-02  0.000000      0.000000      0.000000     000002
  0.4029648E-09  0.000000      0.000000      0.000000    -0.2009016E-07 120000
 -0.1485762E-10 0.4029648E-09  0.000000      0.000000      0.000000     030000
   0.000000      0.000000    -0.1760910E-10 0.3847486E-12  0.000000     111000
   0.000000      0.000000    -0.4028024E-09-0.2183182E-07  0.000000     021000
 -0.1923743E-12  0.000000      0.000000      0.000000    -0.9583266E-11 102000
  0.8793909E-11 0.9542178E-09  0.000000      0.000000    -0.1766711E-12 012000
   0.000000      0.000000    -0.1922968E-12-0.4166882E-10  0.000000     003000
   0.000000      0.000000     0.8059295E-09-0.1760910E-10  0.000000     110100
   0.000000      0.000000    -0.4952140E-11-0.4028024E-09  0.000000     020100
  0.1760910E-10  0.000000      0.000000      0.000000     0.8772099E-09 101100
 -0.8049556E-09-0.4366365E-07  0.000000      0.000000     0.1617170E-10 011100
   0.000000      0.000000     0.2640300E-10 0.2859193E-08  0.000000     002100
   0.000000      0.000000      0.000000      0.000000    -0.8059295E-08 110001
  0.1109320E-07 0.6025430E-06  0.000000      0.000000    -0.2971527E-09 020001
   0.000000      0.000000     0.8772099E-08-0.3833306E-09  0.000000     101001
   0.000000      0.000000      0.000000    -0.1754066E-07  0.000000     011001
  0.5298711E-11 0.5747644E-09  0.000000      0.000000     0.1760200E-09 002001
 -0.4029648E-09  0.000000      0.000000      0.000000    -0.2007398E-07 100200
 -0.1485762E-10-0.4025319E-09  0.000000      0.000000      0.000000     010200
   0.000000      0.000000    -0.1208407E-08-0.6538991E-07  0.000000     001200
   0.000000      0.000000      0.000000     0.8772099E-08  0.000000     100101
   0.000000      0.000000     0.7401430E-08 0.4011561E-06  0.000000     010101
 -0.3233036E-09-0.2630217E-07  0.000000      0.000000    -0.8056049E-08 001101
 -0.8062543E-07  0.000000      0.000000      0.000000    -0.1617808E-08 100002
 -0.2394838E-11 0.3224692E-06  0.000000      0.000000     0.7392482E-07 010002
   0.000000      0.000000    -0.8056049E-07-0.4368124E-05  0.000000     001002
   0.000000      0.000000    -0.4952140E-11-0.1207650E-08  0.000000     000300
  0.3697732E-08 0.2005782E-06  0.000000      0.000000      0.000000     000201
   0.000000      0.000000      0.000000    -0.3248048E-10  0.000000     000102
  0.7398445E-06 0.4021269E-04  0.000000      0.000000     0.9897095E-08 000003
 ------------------------------------------------------------------------------
!NAME: DIPOLE_MID
!REGION: dipole
!OFFSET:       13.3545914727129009 (in meters)
!LENGTH:        0.3688066422758967 (canonical length in meters)
   0.000000      0.000000      0.000000      0.000000    -0.1609823E-12 000000
   1.000000      0.000000      0.000000      0.000000    -0.4014796E-01 100000
  0.3687076E-01  1.000000      0.000000      0.000000    -0.7401430E-03 010000
   0.000000      0.000000     0.9991942    -0.4368124E-01  0.000000     001000
   0.000000      0.000000     0.3688066E-01 0.9991942      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
  0.7401430E-02 0.4014796      0.000000      0.000000    -0.9904280E-04 000001
  0.4014796E-04  0.000000      0.000000      0.000000    -0.8059295E-06 110000
