!------------------------------------------------------------------------------
! HMS-100 sectioned forward coefficients 			   15-OCT-1998
! QUADS to 7th order
! DIPOLE: Part 0 to 7th order, Parts 1 and 2 to 6th order (COSY LIMITIATION)
! FRMODE=3
!------------------------------------------------------------------------------
NAME: Q1
PART: 0
OFFSET:        2.1607500000000002 (in meters)
LENGTH:        0.0000000000000000 (canonical length in meters)
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2165994E-12 0.0000000E+00 0012020
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4011299E-12 0.0000000E+00 0003020
 -0.1063893E-08 0.1746794E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000011
  0.2523867E-08-0.6640593E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100011
  0.1471965E-11 0.1576533E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200011
 -0.4174264E-11 0.3295382E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300011
  0.0000000E+00 0.0000000E+00-0.3276071E-08 0.5495953E-07 0.0000000E+00 2010011
  0.0000000E+00 0.0000000E+00 0.5128547E-08 0.8711616E-10 0.0000000E+00 1110011
  0.0000000E+00 0.0000000E+00 0.2632311E-11-0.5428153E-08 0.0000000E+00 0210011
 -0.3308541E-08 0.5369178E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020011
  0.2606840E-08 0.4483540E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120011
  0.0000000E+00 0.0000000E+00-0.1132298E-08 0.1878376E-07 0.0000000E+00 0030011
  0.0000000E+00 0.0000000E+00-0.2602285E-08-0.4399283E-10 0.0000000E+00 2001011
  0.0000000E+00 0.0000000E+00-0.5158515E-11 0.1051161E-07 0.0000000E+00 1101011
  0.0000000E+00 0.0000000E+00-0.2508025E-13 0.1701557E-11 0.0000000E+00 0201011
 -0.5290694E-08-0.8535596E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011011
 -0.5120301E-11-0.1034067E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111011
  0.0000000E+00 0.0000000E+00-0.2690613E-08 0.6892257E-10 0.0000000E+00 0021011
  0.2673470E-11 0.4999748E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002011
 -0.3057882E-13 0.1609119E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102011
  0.0000000E+00 0.0000000E+00 0.1445204E-11-0.1550853E-07 0.0000000E+00 0012011
  0.0000000E+00 0.0000000E+00 0.4043959E-11 0.3273557E-11 0.0000000E+00 0003011
 -0.4420202E-07-0.2897567E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000002
  0.1103265E-09 0.1757174E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100002
 -0.7850671E-07 0.4331402E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200002
 -0.8229325E-11-0.7937025E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300002
  0.0000000E+00 0.0000000E+00-0.1368869E-06 0.8581800E-07 0.0000000E+00 2010002
  0.0000000E+00 0.0000000E+00-0.1452604E-09-0.1360783E-05 0.0000000E+00 1110002
  0.0000000E+00 0.0000000E+00 0.2660015E-07-0.1383565E-09 0.0000000E+00 0210002
 -0.1347740E-06-0.8577586E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020002
 -0.7509231E-10 0.6860043E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120002
  0.0000000E+00 0.0000000E+00-0.4639485E-07 0.2820217E-07 0.0000000E+00 0030002
  0.0000000E+00 0.0000000E+00 0.7295803E-10 0.6724912E-06 0.0000000E+00 2001002
  0.0000000E+00 0.0000000E+00-0.5234004E-07 0.3364329E-09 0.0000000E+00 1101002
  0.0000000E+00 0.0000000E+00-0.4214946E-11-0.2616835E-07 0.0000000E+00 0201002
  0.1422017E-09-0.1356080E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011002
  0.5191262E-07-0.3356392E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111002
  0.0000000E+00 0.0000000E+00-0.1152166E-09 0.1774914E-05 0.0000000E+00 0021002
 -0.2552911E-07 0.1397431E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002002
 -0.4060879E-11 0.2595387E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102002
  0.0000000E+00 0.0000000E+00 0.7786469E-07-0.4358825E-09 0.0000000E+00 0012002
  0.0000000E+00 0.0000000E+00-0.8192949E-11 0.7701473E-07 0.0000000E+00 0003002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1168487E-11 2000030
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4061396E-11 1100030
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.7780400E-13 0200030
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1220985E-11 0020030
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4154407E-11 0011030
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.7950940E-13 0002030
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1737732E-13 2000021
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1784324E-10 1100021
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4141032E-10 0200021
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1830370E-13 0020021
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1799105E-10 0011021
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4074656E-10 0002021
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.9168543E-09 2000012
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5212412E-06 1100012
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8210275E-10 0200012
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.9512982E-09 0020012
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.5212416E-06 0011012
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8187360E-10 0002012
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1796484E-04 2000003
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4881066E-08 1100003
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1751785E-05 0200003
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1826249E-04 0020003
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4967984E-08 0011003
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1723235E-05 0002003
 -0.4037490E-10-0.2940876E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000040
  0.7741271E-12 0.4120463E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100040
  0.0000000E+00 0.0000000E+00 0.4180020E-10-0.3032350E-10 0.0000000E+00 0010040
  0.0000000E+00 0.0000000E+00-0.7991105E-12-0.4094205E-10 0.0000000E+00 0001040
  0.2356618E-09 0.1025500E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000031
 -0.4118083E-09 0.3253679E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100031
  0.0000000E+00 0.0000000E+00 0.2421842E-09-0.1059763E-05 0.0000000E+00 0010031
  0.0000000E+00 0.0000000E+00 0.4097079E-09 0.3305766E-09 0.0000000E+00 0001031
 -0.5148619E-05 0.1844358E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000022
 -0.1222056E-08-0.5276733E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100022
  0.0000000E+00 0.0000000E+00 0.5277101E-05-0.1891621E-07 0.0000000E+00 0010022
  0.0000000E+00 0.0000000E+00-0.1237682E-08 0.5148260E-05 0.0000000E+00 0001022
 -0.3072931E-07-0.3600349E-03 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000013
  0.1751760E-04-0.4255534E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100013
  0.0000000E+00 0.0000000E+00 0.3153636E-07-0.3644995E-03 0.0000000E+00 0010013
  0.0000000E+00 0.0000000E+00-0.1723210E-04 0.4291734E-07 0.0000000E+00 0001013
  0.4509673E-03-0.2663901E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000004
  0.3550019E-07 0.4546824E-03 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100004
  0.0000000E+00 0.0000000E+00 0.4546878E-03-0.2745295E-06 0.0000000E+00 0010004
  0.0000000E+00 0.0000000E+00-0.3572643E-07 0.4509620E-03 0.0000000E+00 0001004
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.9784713E-13 4020000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3071835E-13 3120000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1063805E-12 2040000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1095108E-13 1140000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2900489E-13 2031000
 -0.6820471E-13 0.7902038E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 5000010
  0.0000000E+00 0.2171482E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 4100010
  0.0000000E+00 0.0000000E+00-0.1018631E-12 0.3923095E-11 0.0000000E+00 4010010
  0.0000000E+00 0.0000000E+00-0.4258850E-13 0.5117381E-12 0.0000000E+00 3110010
  0.0000000E+00 0.0000000E+00 0.1487427E-13 0.0000000E+00 0.0000000E+00 2210010
 -0.2551842E-12 0.7904227E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 3020010
  0.0000000E+00 0.1061006E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 2120010
  0.0000000E+00 0.0000000E+00-0.2515027E-12 0.8447046E-11 0.0000000E+00 2030010
  0.0000000E+00 0.0000000E+00-0.4511509E-13 0.5199804E-12 0.0000000E+00 1130010
  0.0000000E+00 0.0000000E+00 0.1242885E-13 0.0000000E+00 0.0000000E+00 0230010
 -0.1295468E-12 0.4254440E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1040010
  0.0000000E+00 0.0000000E+00-0.7936044E-13 0.1069959E-11 0.0000000E+00 0050010
  0.0000000E+00 0.0000000E+00-0.2401479E-13 0.0000000E+00 0.0000000E+00 3101010
 -0.4050204E-13 0.4065104E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 3011010
  0.2904191E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 2111010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1002707E-11 0.0000000E+00 2021010
  0.0000000E+00 0.0000000E+00-0.3597590E-13 0.0000000E+00 0.0000000E+00 1121010
 -0.4298070E-13 0.5016516E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 1031010
  0.2351635E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0131010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2480355E-12 0.0000000E+00 0041010
 -0.1143010E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 3002010
  0.0000000E+00 0.0000000E+00 0.1019981E-13 0.0000000E+00 0.0000000E+00 2012010
 -0.1780544E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1022010
 -0.4151532E-11-0.3668515E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 5000001
 -0.1121091E-11-0.2042090E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 4100001
  0.1241711E-13 0.6998571E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 3200001
 -0.2292601E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 2300001
  0.0000000E+00-0.4100233E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 1400001
  0.0000000E+00 0.0000000E+00-0.1998178E-10 0.5429792E-11 0.0000000E+00 4010001
  0.0000000E+00 0.0000000E+00-0.2510544E-11 0.1127187E-11 0.0000000E+00 3110001
  0.0000000E+00 0.0000000E+00 0.4211669E-13-0.3139563E-12 0.0000000E+00 2210001
  0.0000000E+00 0.0000000E+00-0.6652770E-13 0.0000000E+00 0.0000000E+00 1310001
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1277527E-12 0.0000000E+00 0410001
 -0.3988658E-10-0.1341480E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 3020001
 -0.5299023E-11-0.3697855E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 2120001
  0.2256283E-12-0.2368143E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1220001
 -0.2978409E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0320001
  0.0000000E+00 0.0000000E+00-0.4190085E-10 0.1300791E-10 0.0000000E+00 2030001
  0.0000000E+00 0.0000000E+00-0.2478829E-11 0.3502981E-11 0.0000000E+00 1130001
  0.0000000E+00 0.0000000E+00 0.1233095E-12-0.4479136E-11 0.0000000E+00 0230001
 -0.2091637E-10-0.6624384E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1040001
  0.3470313E-13 0.1111874E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0140001
  0.0000000E+00 0.0000000E+00-0.5117633E-11 0.4009419E-11 0.0000000E+00 0050001
  0.0000000E+00 0.0000000E+00 0.1663951E-12-0.1044197E-11 0.0000000E+00 4001001
  0.0000000E+00 0.0000000E+00-0.1626655E-12 0.1547456E-11 0.0000000E+00 3101001
  0.0000000E+00 0.0000000E+00-0.9837426E-13 0.0000000E+00 0.0000000E+00 2201001
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5285452E-12 0.0000000E+00 1301001
 -0.2148098E-11-0.3247282E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 3011001
 -0.4550448E-12-0.1054679E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 2111001
  0.3225510E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1211001
  0.0000000E+00 0.5202696E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0311001
  0.0000000E+00 0.0000000E+00-0.5024409E-11 0.3743210E-11 0.0000000E+00 2021001
  0.0000000E+00 0.0000000E+00-0.4992330E-12-0.9844840E-11 0.0000000E+00 1121001
  0.0000000E+00 0.0000000E+00 0.9683719E-13 0.0000000E+00 0.0000000E+00 0221001
 -0.2560137E-11-0.1045670E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1031001
 -0.1553573E-12 0.1606853E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0131001
  0.0000000E+00 0.0000000E+00-0.1201704E-11 0.2184834E-11 0.0000000E+00 0041001
  0.1256630E-12-0.4350643E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 3002001
 -0.9865990E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 2102001
  0.0000000E+00-0.2578891E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 1202001
  0.0000000E+00 0.0000000E+00 0.2130443E-12-0.2402716E-11 0.0000000E+00 2012001
  0.0000000E+00 0.0000000E+00-0.3271102E-12 0.0000000E+00 0.0000000E+00 1112001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2636015E-12 0.0000000E+00 0212001
  0.6732053E-13-0.3810759E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 1022001
  0.9577630E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0122001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.7260317E-11 0.0000000E+00 0032001
  0.0000000E+00 0.0000000E+00 0.2889357E-12 0.0000000E+00 0.0000000E+00 2003001
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5222120E-12 0.0000000E+00 1103001
  0.6309859E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1013001
  0.0000000E+00 0.5139310E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0113001
  0.0000000E+00 0.0000000E+00 0.2274386E-12 0.0000000E+00 0.0000000E+00 0023001
  0.0000000E+00 0.1326886E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 1004001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3720672E-12 0.0000000E+00 0014001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3832315E-13 4000020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.7881582E-13 3100020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2467909E-12 2020020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2476933E-12 1120020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4416526E-13 0040020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2720157E-12 2011020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.9549912E-13 0031020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1074990E-11 3100011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2544790E-11 2200011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3342907E-11 1120011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2628275E-11 0220011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3241854E-11 2011011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2477534E-12 1111011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1120518E-11 0031011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2580919E-11 2002011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2668703E-11 0022011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2788377E-10 4000002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8875850E-10 3100002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1595170E-12 2200002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.5276764E-10 1300002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2602709E-12 2020002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2706570E-09 1120002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1335446E-12 0220002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2934714E-10 0040002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2726514E-09 2011002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5234072E-10 0211002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.9239971E-10 0031002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1314433E-12 2002002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.5191162E-10 1102002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1634018E-12 0022002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5148314E-10 0013002
 -0.7876506E-12-0.2083310E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000030
  0.0000000E+00 0.2442859E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100030
  0.0000000E+00 0.0000000E+00 0.2684149E-11-0.6530880E-11 0.0000000E+00 2010030
  0.0000000E+00 0.0000000E+00 0.1118949E-13 0.5040876E-11 0.0000000E+00 1110030
 -0.2522031E-11-0.6636225E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020030
  0.0000000E+00 0.2605233E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120030
  0.0000000E+00 0.0000000E+00 0.9560403E-12-0.2312328E-11 0.0000000E+00 0030030
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2596179E-11 0.0000000E+00 2001030
  0.1086684E-13-0.5365142E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011030
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2776404E-11 0.0000000E+00 0021030
  0.1579070E-10-0.2588577E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000021
 -0.2483196E-10 0.1328838E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100021
 -0.2209846E-13-0.1582922E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200021
  0.4206754E-13 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300021
  0.0000000E+00 0.0000000E+00 0.4906254E-10-0.8274317E-09 0.0000000E+00 2010021
  0.0000000E+00 0.0000000E+00-0.5085181E-10-0.1743225E-11 0.0000000E+00 1110021
  0.0000000E+00 0.0000000E+00-0.3949356E-13 0.5536781E-10 0.0000000E+00 0210021
  0.4969958E-10-0.8020774E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020021
 -0.2606317E-10-0.8944656E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120021
  0.0000000E+00 0.0000000E+00 0.1716302E-10-0.2851769E-09 0.0000000E+00 0030021
  0.0000000E+00 0.0000000E+00 0.2599503E-10 0.8820498E-12 0.0000000E+00 2001021
  0.0000000E+00 0.0000000E+00 0.7710911E-13-0.1055563E-09 0.0000000E+00 1101021
  0.5328392E-10 0.1706088E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011021
  0.7705590E-13 0.1029928E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111021
  0.0000000E+00 0.0000000E+00 0.2733333E-10-0.1377799E-11 0.0000000E+00 0021021
 -0.4008403E-13-0.4894192E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002021
  0.0000000E+00 0.0000000E+00-0.2165994E-13 0.1544403E-09 0.0000000E+00 0012021
  0.0000000E+00 0.0000000E+00-0.4011299E-13 0.0000000E+00 0.0000000E+00 0003021
  0.8733972E-09 0.8728198E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000012
 -0.3320297E-11-0.3505558E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100012
  0.7882667E-09-0.1300538E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200012
  0.1647691E-12 0.8056053E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300012
  0.0000000E+00 0.0000000E+00 0.2747977E-08-0.2575270E-08 0.0000000E+00 2010012
  0.0000000E+00 0.0000000E+00 0.4355808E-11 0.2723850E-07 0.0000000E+00 1110012
  0.0000000E+00 0.0000000E+00-0.2714077E-09 0.4159104E-11 0.0000000E+00 0210012
  0.2684589E-08 0.2572297E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020012
  0.2241770E-11-0.1378797E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120012
  0.0000000E+00 0.0000000E+00 0.9391879E-09-0.8423071E-09 0.0000000E+00 0030012
  0.0000000E+00 0.0000000E+00-0.2199642E-11-0.1338257E-07 0.0000000E+00 2001012
  0.0000000E+00 0.0000000E+00 0.5255806E-09-0.1006644E-10 0.0000000E+00 1101012
  0.0000000E+00 0.0000000E+00 0.8507783E-13 0.2627360E-09 0.0000000E+00 0201012
 -0.4267798E-11 0.2709741E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011012
 -0.5170337E-09 0.1009557E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111012
  0.0000000E+00 0.0000000E+00 0.3446129E-11-0.3558780E-07 0.0000000E+00 0021012
  0.2499874E-09-0.4183673E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002012
  0.8045597E-13-0.2584478E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102012
  0.0000000E+00 0.0000000E+00-0.7754266E-09 0.1306545E-10 0.0000000E+00 0012012
  0.0000000E+00 0.0000000E+00 0.1636778E-12-0.7584954E-09 0.0000000E+00 0003012
 -0.9658558E-09-0.5441811E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000003
  0.5857245E-07-0.3942468E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100003
  0.1443801E-10 0.2182472E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200003
 -0.2645675E-08 0.1789255E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300003
  0.0000000E+00 0.0000000E+00 0.2860600E-08 0.5165899E-06 0.0000000E+00 2010003
  0.0000000E+00 0.0000000E+00-0.4535944E-07 0.8108025E-10 0.0000000E+00 1110003
  0.0000000E+00 0.0000000E+00-0.4611885E-11-0.3659995E-07 0.0000000E+00 0210003
 -0.2859195E-08-0.5219785E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020003
  0.2286681E-07-0.2975454E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120003
  0.0000000E+00 0.0000000E+00 0.9400723E-09 0.5573825E-06 0.0000000E+00 0030003
  0.0000000E+00 0.0000000E+00 0.2241637E-07-0.2954376E-10 0.0000000E+00 2001003
  0.0000000E+00 0.0000000E+00 0.1121443E-10-0.1493977E-09 0.0000000E+00 1101003
  0.0000000E+00 0.0000000E+00-0.8722783E-09 0.3557396E-11 0.0000000E+00 0201003
 -0.4520267E-07 0.8377387E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011003
 -0.1118797E-10 0.1479707E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111003
  0.0000000E+00 0.0000000E+00 0.5916379E-07-0.4058288E-09 0.0000000E+00 0021003
  0.4658102E-11-0.3585599E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002003
  0.8651291E-09-0.3538839E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102003
  0.0000000E+00 0.0000000E+00-0.1452942E-10 0.2164616E-06 0.0000000E+00 0012003
  0.0000000E+00 0.0000000E+00 0.2567158E-08-0.1772915E-10 0.0000000E+00 0003003
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1454170E-13 2000040
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4049687E-13 1100040
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1532918E-13 0020040
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4165942E-13 0011040
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2380865E-12 1100031
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4151940E-12 0200031
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2397017E-12 0011031
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4063439E-12 0002031
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1831800E-10 2000022
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.5212410E-08 1100022
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1232118E-11 0200022
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1904645E-10 0020022
